year,quarter,month,dayofmonth,dayofweek,flightdate,reporting_airline,dot_id_reporting_airline,iata_code_reporting_airline,tail_number,flight_number_reporting_airline,originairportid,originairportseqid,origincitymarketid,origin,origincityname,originstate,originstatefips,originstatename,originwac,destairportid,destairportseqid,destcitymarketid,dest,destcityname,deststate,deststatefips,deststatename,destwac,crsdeptime,deptime,depdelay,depdelayminutes,depdel15,departuredelaygroups,deptimeblk,taxiout,wheelsoff,wheelson,taxiin,crsarrtime,arrtime,arrdelay,arrdelayminutes,arrdel15,arrivaldelaygroups,arrtimeblk,cancelled,cancellationcode,diverted,crselapsedtime,actualelapsedtime,airtime,flights,distance,distancegroup,carrierdelay,weatherdelay,nasdelay,securitydelay,lateaircraftdelay,firstdeptime,totaladdgtime,longestaddgtime,divairportlandings,divreacheddest,divactualelapsedtime,divarrdelay,divdistance,divairport
2013,1,1,22,2,2013-01-22,WN,19393,WN,N234WN,1644,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,12953,1295302,31703,LGA,"New York, NY",NY,36,New York,22,1025,1041,16,16,1,1,1000-1059,15,1056,1329,9,1325,1338,13,13,0,0,1300-1359,0,0,0,120,117,93,1,725,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,12,6,2013-01-12,EV,20366,EV,N820AS,5690,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1630,1626,-4,0,0,-1,1600-1659,18,1644,1832,6,1854,1838,-16,0,0,-2,1800-1859,0,0,0,84,72,48,1,235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,11,5,2013-01-11,MQ,20398,MQ,N9EAMQ,3807,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,600,601,1,1,0,0,0600-0659,17,618,840,8,855,848,-7,0,0,-1,0800-0859,0,0,0,115,107,82,1,606,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,21,1,2013-01-21,AA,19805,AA,N3EAAA,1193,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,12094,1209402,34699,HDN,"Hayden, CO",CO,8,Colorado,82,945,1141,116,116,1,7,0900-0959,14,1155,1322,4,1140,1326,106,106,1,7,1100-1159,0,0,0,175,165,147,1,1009,5,0,106,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,23,3,2013-01-23,WN,19393,WN,N781WN,1359,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,11996,1199603,31871,GSP,"Greer, SC",SC,45,South Carolina,37,1215,1210,-5,0,0,-1,1200-1259,9,1219,1428,3,1450,1431,-19,0,0,-2,1400-1459,0,0,0,95,81,69,1,562,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,27,7,2013-01-27,EV,20366,EV,N11155,5882,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1122,1118,-4,0,0,-1,1100-1159,11,1129,1235,6,1248,1241,-7,0,0,-1,1200-1259,0,0,0,146,143,126,1,723,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,9,3,2013-01-09,UA,19977,UA,N541UA,263,10821,1082103,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,630,627,-3,0,0,-1,0600-0659,12,639,732,4,736,736,0,0,0,0,0700-0759,0,0,0,126,129,113,1,622,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,1,2,2013-01-01,WN,19393,WN,N957WN,3097,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1620,1710,50,50,1,3,1600-1659,16,1726,1943,7,1925,1950,25,25,1,1,1900-1959,0,0,0,125,100,77,1,711,3,14,0,0,0,11,0,0,0,0,0,0,0,0,0
2013,1,1,22,2,2013-01-22,9E,20363,9E,N8659B,3927,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1541,1538,-3,0,0,-1,1500-1559,39,1617,1610,7,1604,1617,13,13,0,0,1600-1659,0,0,0,83,99,53,1,228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,31,4,2013-01-31,EV,20366,EV,N11544,5866,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10874,1087402,30647,CAK,"Akron, OH",OH,39,Ohio,44,807,838,31,31,1,2,0800-0859,10,848,1041,6,1021,1047,26,26,1,1,1000-1059,0,0,0,74,69,53,1,343,2,12,0,0,0,14,0,0,0,0,0,0,0,0,0
2013,1,1,1,2,2013-01-01,EV,20366,EV,N11194,5840,15412,1541202,35412,TYS,"Knoxville, TN",TN,47,Tennessee,54,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,746,743,-3,0,0,-1,0700-0759,11,754,812,5,832,817,-15,0,0,-1,0800-0859,0,0,0,106,94,78,1,475,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,9,3,2013-01-09,EV,20366,EV,N14923,5928,10434,1043402,30434,AVP,"Scranton/Wilkes-Barre, PA",PA,42,Pennsylvania,23,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,608,605,-3,0,0,-1,0600-0659,28,633,735,13,724,748,24,24,1,1,0700-0759,0,0,0,136,163,122,1,632,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,17,4,2013-01-17,MQ,20398,MQ,N623MQ,4155,11042,1104202,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,920,915,-5,0,0,-1,0900-0959,9,924,924,19,955,943,-12,0,0,-1,0900-0959,0,0,0,95,88,60,1,315,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,14,1,2013-01-14,FL,20437,FL,N175AT,12,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,2220,2245,25,25,1,1,2200-2259,14,2259,2322,5,2316,2327,11,11,0,0,2300-2359,0,0,0,116,102,83,1,591,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,13,7,2013-01-13,MQ,20398,MQ,N942MQ,3975,12992,1299204,32600,LIT,"Little Rock, AR",AR,5,Arkansas,71,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,725,738,13,13,0,0,0700-0759,15,753,912,10,925,922,-3,0,0,-1,0900-0959,0,0,0,120,104,79,1,552,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,12,6,2013-01-12,EV,20366,EV,N14153,5967,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10874,1087402,30647,CAK,"Akron, OH",OH,39,Ohio,44,1925,1950,25,25,1,1,1900-1959,11,2001,2152,8,2139,2200,21,21,1,1,2100-2159,0,0,0,74,70,51,1,343,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,19,6,2013-01-19,UA,19977,UA,N454UA,864,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1209,1204,-5,0,0,-1,1200-1259,12,1216,1411,5,1443,1416,-27,0,0,-2,1400-1459,0,0,0,154,132,115,1,925,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,31,4,2013-01-31,EV,20366,EV,N16546,5977,12992,1299204,32600,LIT,"Little Rock, AR",AR,5,Arkansas,71,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,700,655,-5,0,0,-1,0700-0759,29,724,855,30,849,925,36,36,1,2,0800-0859,0,0,0,109,150,91,1,552,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,1,2,2013-01-01,MQ,20398,MQ,N824MQ,4248,11423,1142303,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1930,0,0,0,0,0,1900-1959,0,0,0,0,2055,0,0,0,0,0,2000-2059,1,0,0,85,0,0,1,299,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,10,4,2013-01-10,WN,19393,WN,N283WN,232,11423,1142303,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,635,629,-6,0,0,-1,0600-0659,8,637,727,4,805,731,-34,0,0,-2,0800-0859,0,0,0,90,62,50,1,306,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,22,2,2013-01-22,MQ,20398,MQ,N853MQ,4170,11066,1106602,31066,CMH,"Columbus, OH",OH,39,Ohio,44,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1020,1015,-5,0,0,-1,1000-1059,6,1021,1019,6,1045,1025,-20,0,0,-2,1000-1059,0,0,0,85,70,58,1,296,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,27,7,2013-01-27,AA,19805,AA,N3CUAA,1372,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1020,1020,0,0,0,0,1000-1059,24,1044,1611,8,1630,1619,-11,0,0,-1,1600-1659,0,0,0,250,239,207,1,1745,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,25,5,2013-01-25,UA,19977,UA,N39726,1268,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,1630,1707,37,37,1,2,1600-1659,18,1725,1938,8,1918,1946,28,28,1,1,1900-1959,0,0,0,108,99,73,1,589,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,3,4,2013-01-03,AA,19805,AA,N3CVAA,1522,14771,1477101,32457,SFO,"San Francisco, CA",CA,6,California,91,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2355,2351,-4,0,0,-1,2300-2359,19,10,600,8,600,608,8,8,0,0,0600-0659,0,0,0,245,257,230,1,1846,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,13,7,2013-01-13,MQ,20398,MQ,N635MQ,3912,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1320,1350,30,30,1,2,1300-1359,17,1407,1510,7,1450,1517,27,27,1,1,1400-1459,0,0,0,90,87,63,1,403,2,0,0,0,0,27,0,0,0,0,0,0,0,0,0
2013,1,1,7,1,2013-01-07,UA,19977,UA,N54711,109,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14908,1490803,32575,SNA,"Santa Ana, CA",CA,6,California,91,1755,1830,35,35,1,2,1700-1759,18,1848,2029,5,2019,2034,15,15,1,1,2000-2059,0,0,0,264,244,221,1,1726,7,7,0,0,0,8,0,0,0,0,0,0,0,0,0
2013,1,1,28,1,2013-01-28,AA,19805,AA,N4XSAA,1854,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,800,757,-3,0,0,-1,0800-0859,13,810,1123,3,1130,1126,-4,0,0,-1,1100-1159,0,0,0,150,149,133,1,1012,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,27,7,2013-01-27,9E,20363,9E,N8672A,4088,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,905,902,-3,0,0,-1,0900-0959,24,926,1113,8,1127,1121,-6,0,0,-1,1100-1159,0,0,0,82,79,47,1,228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,6,7,2013-01-06,UA,19977,UA,N840UA,335,11986,1198603,31986,GRR,"Grand Rapids, MI",MI,26,Michigan,43,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1507,1600,53,53,1,3,1500-1559,11,1611,1543,4,1505,1547,42,42,1,2,1500-1559,0,0,0,58,47,32,1,137,1,0,0,0,0,42,0,0,0,0,0,0,0,0,0
2013,1,1,1,2,2013-01-01,UA,19977,UA,N812UA,728,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,1619,1629,10,10,0,0,1600-1659,10,1639,1850,6,1903,1856,-7,0,0,-1,1900-1959,0,0,0,104,87,71,1,589,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,20,7,2013-01-20,YV,20378,YV,N518LR,3770,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1500,1500,0,0,0,0,1500-1559,25,1525,1559,3,1600,1602,2,2,0,0,1600-1659,0,0,0,120,122,94,1,606,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,31,4,2013-01-31,US,20355,US,N657AW,5,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1855,1853,-2,0,0,-1,1800-1859,13,1906,2133,4,2149,2137,-12,0,0,-1,2100-2159,0,0,0,114,104,87,1,678,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,1,2,2013-01-01,UA,19977,UA,N38454,1718,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,614,629,15,15,1,1,0600-0659,9,638,953,5,954,958,4,4,0,0,0900-0959,0,0,0,160,149,135,1,1005,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,17,4,2013-01-17,AA,19805,AA,N3BCAA,1406,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12,Florida,33,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1740,1738,-2,0,0,-1,1700-1759,17,1755,1931,7,1950,1938,-12,0,0,-1,1900-1959,0,0,0,190,180,156,1,1120,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,18,5,2013-01-18,OO,20304,OO,N760SK,5200,11042,1104202,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2049,2126,37,37,1,2,2000-2059,8,2134,2140,6,2111,2146,35,35,1,2,2100-2159,0,0,0,82,80,66,1,315,2,0,0,0,0,35,0,0,0,0,0,0,0,0,0
2013,1,1,31,4,2013-01-31,EV,20366,EV,N13913,5840,11995,1199502,31995,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,36,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1646,1900,134,134,1,8,1600-1659,6,1906,2145,5,1747,2150,0,0,0,0,1700-1759,0,0,1,121,0,0,1,590,3,0,0,0,0,0,0,0,0,1,1,230,243,0,GSO
2013,1,1,10,4,2013-01-10,MQ,20398,MQ,N624MQ,4006,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10980,1098002,30980,CHA,"Chattanooga, TN",TN,47,Tennessee,54,1035,1029,-6,0,0,-1,1000-1059,14,1043,1259,2,1305,1301,-4,0,0,-1,1300-1359,0,0,0,90,92,76,1,501,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,9,3,2013-01-09,EV,20366,EV,N13994,5852,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,1611,1622,11,11,0,0,1600-1659,14,1636,1818,5,1821,1823,2,2,0,0,1800-1859,0,0,0,70,61,42,1,265,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,31,4,2013-01-31,EV,20366,EV,N13994,5950,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1338,1356,18,18,1,1,1300-1359,14,1410,1424,20,1417,1444,27,27,1,1,1400-1459,0,0,0,99,108,74,1,413,2,9,0,9,0,9,0,0,0,0,0,0,0,0,0
2013,1,1,28,1,2013-01-28,WN,19393,WN,N939WN,1286,14570,1457002,34570,RNO,"Reno, NV",NV,32,Nevada,85,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1030,1031,1,1,0,0,1000-1059,9,1040,1603,4,1615,1607,-8,0,0,-1,1600-1659,0,0,0,225,216,203,1,1680,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,5,6,2013-01-05,MQ,20398,MQ,N681MQ,4047,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,1640,1638,-2,0,0,-1,1600-1659,14,1652,1921,2,1935,1923,-12,0,0,-1,1900-1959,0,0,0,115,105,89,1,642,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,23,3,2013-01-23,MQ,20398,MQ,N610MQ,4381,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,710,708,-2,0,0,-1,0700-0759,17,725,721,7,740,728,-12,0,0,-1,0700-0759,0,0,0,90,80,56,1,265,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,22,2,2013-01-22,OO,20304,OO,N776SK,5590,14683,1468303,33214,SAT,"San Antonio, TX",TX,48,Texas,74,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,629,621,-8,0,0,-1,0600-0659,10,631,852,7,907,859,-8,0,0,-1,0900-0959,0,0,0,158,158,141,1,1042,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,27,7,2013-01-27,OO,20304,OO,N820SK,4487,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1340,1340,0,0,0,0,1300-1359,31,1411,1922,15,1609,1937,0,0,0,0,1600-1659,0,0,1,209,0,0,1,1250,6,0,0,0,0,0,0,0,0,1,1,417,208,0,GJT
2013,1,1,6,7,2013-01-06,MQ,20398,MQ,N804MQ,4370,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11612,1161203,31612,EVV,"Evansville, IN",IN,18,Indiana,42,1635,1631,-4,0,0,-1,1600-1659,15,1646,1728,3,1740,1731,-9,0,0,-1,1700-1759,0,0,0,65,60,42,1,273,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,22,2,2013-01-22,WN,19393,WN,N739GB,564,14683,1468303,33214,SAT,"San Antonio, TX",TX,48,Texas,74,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1110,1102,-8,0,0,-1,1100-1159,10,1112,1335,7,1345,1342,-3,0,0,-1,1300-1359,0,0,0,155,160,143,1,1036,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,4,5,2013-01-04,MQ,20398,MQ,N683MQ,3984,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11267,1126702,31267,DAY,"Dayton, OH",OH,39,Ohio,44,900,857,-3,0,0,-1,0900-0959,22,919,1102,5,1105,1107,2,2,0,0,1100-1159,0,0,0,65,70,43,1,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,15,2,2013-01-15,EV,20366,EV,N11551,5910,13367,1336703,33367,MLI,"Moline, IL",IL,17,Illinois,41,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,957,953,-4,0,0,-1,0900-0959,6,959,1027,6,1052,1033,-19,0,0,-2,1000-1059,0,0,0,55,40,28,1,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,25,5,2013-01-25,US,20355,US,N111US,1167,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1155,1159,4,4,0,0,1100-1159,16,1215,1437,3,1449,1440,-9,0,0,-1,1400-1459,0,0,0,114,101,82,1,678,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,22,2,2013-01-22,AA,19805,AA,N4XNAA,898,15016,1501603,31123,STL,"St. Louis, MO",MO,29,Missouri,64,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1415,1404,-11,0,0,-1,1400-1459,37,1441,1528,6,1525,1534,9,9,0,0,1500-1559,0,0,0,70,90,47,1,258,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,24,4,2013-01-24,WN,19393,WN,N433LV,1768,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1620,1624,4,4,0,0,1600-1659,8,1632,1727,2,1745,1729,-16,0,0,-2,1700-1759,0,0,0,85,65,55,1,405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,14,1,2013-01-14,US,20355,US,N700UW,798,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14100,1410002,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1605,1558,-7,0,0,-1,1600-1659,13,1611,1834,4,1902,1838,-24,0,0,-2,1900-1959,0,0,0,117,100,83,1,678,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,2,3,2013-01-02,9E,20363,9E,N8477R,3751,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,1624,1620,-4,0,0,-1,1600-1659,14,1634,1824,9,1854,1833,-21,0,0,-2,1800-1859,0,0,0,90,73,50,1,228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,22,2,2013-01-22,AA,19805,AA,N4WSAA,591,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,1410,1408,-2,0,0,-1,1400-1459,11,1419,1525,4,1535,1529,-6,0,0,-1,1500-1559,0,0,0,85,81,66,1,403,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,11,5,2013-01-11,AA,19805,AA,N557AA,1773,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,4,Arizona,81,1415,1414,-1,0,0,-1,1400-1459,14,1428,1725,7,1710,1732,22,22,1,1,1700-1759,0,0,0,235,258,237,1,1440,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,6,7,2013-01-06,WN,19393,WN,N482WN,162,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,10257,1025702,30257,ALB,"Albany, NY",NY,36,New York,22,2045,2102,17,17,1,1,2000-2059,12,2114,2341,5,2335,2346,11,11,0,0,2300-2359,0,0,0,110,104,87,1,717,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,4,5,2013-01-04,UA,19977,UA,N565UA,557,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,1810,1815,5,5,0,0,1800-1859,15,1830,1935,5,2008,1940,-28,0,0,-2,2000-2059,0,0,0,238,205,185,1,1514,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,18,5,2013-01-18,WN,19393,WN,N7734H,2789,11697,1169703,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1010,1014,4,4,0,0,1000-1059,15,1029,1217,6,1220,1223,3,3,0,0,1200-1259,0,0,0,190,189,168,1,1166,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,27,7,2013-01-27,UA,19977,UA,N406UA,464,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11423,1142303,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,2135,2249,74,74,1,4,2100-2159,20,2309,2359,8,2253,7,74,74,1,4,2200-2259,0,0,0,78,78,50,1,299,2,43,0,0,0,31,0,0,0,0,0,0,0,0,0
2013,1,1,4,5,2013-01-04,AA,19805,AA,N3DGAA,1062,12892,1289203,32575,LAX,"Los Angeles, CA",CA,6,California,91,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2355,2354,-1,0,0,-1,2300-2359,14,8,543,7,550,550,0,0,0,0,0001-0559,0,0,0,235,236,215,1,1745,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,24,4,2013-01-24,MQ,20398,MQ,N511MQ,3737,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,710,701,-9,0,0,-1,0700-0759,14,715,816,14,850,830,-20,0,0,-2,0800-0859,0,0,0,160,149,121,1,719,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,1,2,2013-01-01,MQ,20398,MQ,N854MQ,4203,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11066,1106602,31066,CMH,"Columbus, OH",OH,39,Ohio,44,600,559,-1,0,0,-1,0600-0659,24,623,810,5,815,815,0,0,0,0,0800-0859,0,0,0,75,76,47,1,296,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,28,1,2013-01-28,WN,19393,WN,N279WN,468,10397,1039705,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,2025,2024,-1,0,0,-1,2000-2059,7,2031,2107,3,2130,2110,-20,0,0,-2,2100-2159,0,0,0,125,106,96,1,591,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,14,1,2013-01-14,9E,20363,9E,N8930E,3910,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,13232,1323202,30977,MDW,"Chicago, IL",IL,17,Illinois,41,1725,1713,-12,0,0,-1,1700-1759,13,1726,1717,7,1752,1724,-28,0,0,-2,1700-1759,0,0,0,87,71,51,1,228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,14,1,2013-01-14,MQ,20398,MQ,N855MQ,4018,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,13367,1336703,33367,MLI,"Moline, IL",IL,17,Illinois,41,1900,1910,10,10,0,0,1900-1959,10,1920,1948,8,1950,1956,6,6,0,0,1900-1959,0,0,0,50,46,28,1,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,1,1,24,4,2013-01-24,OO,20304,OO,N709SK,5607,11298,1129803,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,13930,1393002,30977,ORD,"Chicago, IL",IL,17,Illinois,41,600,554,-6,0,0,-1,0600-0659,18,612,806,5,815,811,-4,0,0,-1,0800-0859,0,0,0,135,137,114,1,802,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
