,flightdate,dayofweek,weather
17737,2013-01-24,4,Overcast
17738,2013-01-25,5,Sunny
17739,2013-01-02,3,Sunny
17740,2013-01-02,3,Sunny
17741,2013-01-02,3,Sunny
17742,2013-01-16,3,Sunny
17743,2013-01-16,3,Cloudy
17744,2013-01-01,2,Sunny
17745,2013-01-01,2,Sunny
17746,2013-01-01,2,Cloudy
17747,2013-01-01,2,Sunny
17748,2013-01-01,2,Sunny
17749,2013-01-01,2,Sunny
17750,2013-01-01,2,Sunny
17751,2013-01-01,2,Cloudy
17752,2013-01-01,2,Sunny
17753,2013-01-19,6,Overcast
17754,2013-01-19,6,Cloudy
17755,2013-01-25,5,Light freezing rain
17756,2013-01-15,2,Sunny
17757,2013-01-15,2,Partly cloudy
17758,2013-01-15,2,Clear
17759,2013-01-15,2,Sunny
17760,2013-01-15,2,Sunny
17761,2013-01-15,2,Partly cloudy
17762,2013-01-04,5,Sunny
17763,2013-01-04,5,Sunny
17764,2013-01-19,6,Cloudy
17765,2013-01-22,2,Partly cloudy
17766,2013-01-18,5,Clear
17767,2013-01-27,7,Moderate or heavy snow showers
17768,2013-01-21,1,Overcast
17769,2013-01-01,2,Sunny
17770,2013-01-10,4,Sunny
17771,2013-01-10,4,Cloudy
17772,2013-01-02,3,Clear
17773,2013-01-02,3,Clear
17774,2013-01-02,3,Sunny
17775,2013-01-02,3,Sunny
17776,2013-01-02,3,Sunny
17777,2013-01-02,3,Sunny
17778,2013-01-02,3,Sunny
17779,2013-01-02,3,Clear
17780,2013-01-01,2,Sunny
17781,2013-01-01,2,Sunny
17782,2013-01-02,3,Sunny
17783,2013-01-02,3,Sunny
17784,2013-01-03,4,Overcast
17785,2013-01-03,4,Cloudy
17786,2013-01-03,4,Partly cloudy
17787,2013-01-03,4,Partly cloudy
17788,2013-01-03,4,Overcast
17789,2013-01-03,4,Overcast
17790,2013-01-03,4,Overcast
17791,2013-01-03,4,Overcast
17792,2013-01-03,4,Cloudy
17793,2013-01-03,4,Cloudy
17794,2013-01-03,4,Cloudy
17795,2013-01-03,4,Overcast
17796,2013-01-04,5,Sunny
17797,2013-01-04,5,Partly cloudy
17798,2013-01-04,5,Sunny
17799,2013-01-04,5,Sunny
17800,2013-01-04,5,Sunny
17801,2013-01-22,2,Sunny
17802,2013-01-03,4,Cloudy
17803,2013-01-03,4,Overcast
17804,2013-01-30,3,Patchy rain possible
17805,2013-01-30,3,Patchy rain possible
17806,2013-01-05,6,Patchy rain possible
17807,2013-01-16,3,Sunny
17808,2013-01-11,5,Patchy rain possible
17809,2013-01-11,5,Patchy rain possible
17810,2013-01-11,5,Cloudy
17811,2013-01-11,5,Cloudy
17812,2013-01-11,5,Partly cloudy
17813,2013-01-03,4,Cloudy
17814,2013-01-17,4,Sunny
17815,2013-01-18,5,Partly cloudy
17816,2013-01-03,4,Overcast
17817,2013-01-03,4,Overcast
17818,2013-01-03,4,Cloudy
17819,2013-01-04,5,Sunny
17820,2013-01-29,2,Moderate or heavy rain shower
17821,2013-01-15,2,Partly cloudy
17822,2013-01-13,7,Overcast
17823,2013-01-10,4,Cloudy
17824,2013-01-14,1,Sunny
17825,2013-01-16,3,Cloudy
17826,2013-01-05,6,Patchy rain possible
17827,2013-01-05,6,Partly cloudy
17828,2013-01-03,4,Cloudy
17829,2013-01-04,5,Sunny
17830,2013-01-04,5,Sunny
17831,2013-01-11,5,Partly cloudy
17832,2013-01-10,4,Partly cloudy
17833,2013-01-10,4,Cloudy
17834,2013-01-10,4,Moderate rain at times
17835,2013-01-18,5,Partly cloudy
17836,2013-01-23,3,Cloudy
17837,2013-01-25,5,Light freezing rain
17838,2013-01-31,4,Overcast
17839,2013-01-30,3,Patchy rain possible
17840,2013-01-05,6,Partly cloudy
17841,2013-01-04,5,Sunny
17842,2013-01-29,2,Moderate or heavy rain shower
17843,2013-01-06,7,Partly cloudy
17844,2013-01-08,2,Sunny
17845,2013-01-15,2,Sunny
17846,2013-01-13,7,Partly cloudy
17847,2013-01-19,6,Overcast
17848,2013-01-01,2,Sunny
17849,2013-01-02,3,Sunny
17850,2013-01-08,2,Sunny
17851,2013-01-06,7,Overcast
17852,2013-01-07,1,Sunny
17853,2013-01-09,3,Sunny
17854,2013-01-27,7,Moderate snow
17855,2013-01-22,2,Sunny
17856,2013-01-20,7,Overcast
17857,2013-01-30,3,Patchy rain possible
17858,2013-01-29,2,Moderate rain at times
17859,2013-01-15,2,Clear
17860,2013-01-14,1,Clear
17861,2013-01-16,3,Overcast
17862,2013-01-13,7,Cloudy
17863,2013-01-13,7,Overcast
17864,2013-01-12,6,Cloudy
17865,2013-01-11,5,Partly cloudy
17866,2013-01-08,2,Cloudy
17867,2013-01-06,7,Clear
17868,2013-01-09,3,Clear
17869,2013-01-10,4,Moderate rain at times
17870,2013-01-14,1,Sunny
17871,2013-01-17,4,Sunny
17872,2013-01-16,3,Sunny
17873,2013-01-15,2,Sunny
17874,2013-01-10,4,Sunny
17875,2013-01-09,3,Sunny
17876,2013-01-25,5,Light freezing rain
17877,2013-01-24,4,Overcast
17878,2013-01-26,6,Sunny
17879,2013-01-09,3,Sunny
17880,2013-01-28,1,Patchy rain possible
17881,2013-01-09,3,Sunny
17882,2013-01-16,3,Sunny
17883,2013-01-23,3,Cloudy
17884,2013-01-30,3,Patchy rain possible
17885,2013-01-12,6,Overcast
17886,2013-01-05,6,Partly cloudy
17887,2013-01-19,6,Overcast
17888,2013-01-26,6,Sunny
17889,2013-01-09,3,Sunny
17890,2013-01-13,7,Overcast
17891,2013-01-06,7,Overcast
17892,2013-01-27,7,Partly cloudy
17893,2013-01-13,7,Overcast
17894,2013-01-06,7,Overcast
17895,2013-01-27,7,Partly cloudy
17896,2013-01-20,7,Sunny
17897,2013-01-02,3,Sunny
17898,2013-01-16,3,Sunny
17899,2013-01-23,3,Cloudy
17900,2013-01-30,3,Patchy rain possible
17901,2013-01-05,6,Partly cloudy
17902,2013-01-12,6,Partly cloudy
17903,2013-01-26,6,Sunny
17904,2013-01-02,3,Sunny
17905,2013-01-01,2,Cloudy
17906,2013-01-03,4,Overcast
17907,2013-01-05,6,Partly cloudy
17908,2013-01-08,2,Sunny
17909,2013-01-07,1,Sunny
17910,2013-01-19,6,Cloudy
17911,2013-01-11,5,Cloudy
17912,2013-01-16,3,Sunny
17913,2013-01-14,1,Sunny
17914,2013-01-15,2,Partly cloudy
17915,2013-01-04,5,Sunny
17916,2013-01-08,2,Partly cloudy
17917,2013-01-15,2,Sunny
17918,2013-01-21,1,Sunny
17919,2013-01-29,2,Moderate rain at times
17920,2013-01-12,6,Partly cloudy
17921,2013-01-05,6,Partly cloudy
17922,2013-01-06,7,Overcast
17923,2013-01-11,5,Patchy rain possible
17924,2013-01-10,4,Sunny
17925,2013-01-09,3,Sunny
17926,2013-01-15,2,Sunny
17927,2013-01-14,1,Sunny
17928,2013-01-03,4,Cloudy
17929,2013-01-01,2,Sunny
17930,2013-01-02,3,Sunny
17931,2013-01-08,2,Sunny
17932,2013-01-07,1,Sunny
17933,2013-01-19,6,Cloudy
17934,2013-01-26,6,Sunny
17935,2013-01-04,5,Sunny
17936,2013-01-07,1,Sunny
17937,2013-01-10,4,Sunny
17938,2013-01-09,3,Sunny
17939,2013-01-07,1,Sunny
17940,2013-01-12,6,Cloudy
17941,2013-01-23,3,Cloudy
17942,2013-01-24,4,Overcast
17943,2013-01-25,5,Light freezing rain
17944,2013-01-21,1,Overcast
17945,2013-01-17,4,Sunny
17946,2013-01-18,5,Partly cloudy
17947,2013-01-25,5,Light freezing rain
17948,2013-01-11,5,Patchy rain possible
17949,2013-01-10,4,Sunny
17950,2013-01-03,4,Overcast
17951,2013-01-04,5,Sunny
17952,2013-01-02,3,Clear
17953,2013-01-05,6,Partly cloudy
17954,2013-01-19,6,Overcast
17955,2013-01-26,6,Sunny
17956,2013-01-02,3,Clear
17957,2013-01-04,5,Sunny
17958,2013-01-30,3,Patchy rain possible
17959,2013-01-31,4,Overcast
17960,2013-01-15,2,Sunny
17961,2013-01-29,2,Moderate or heavy rain shower
17962,2013-01-22,2,Partly cloudy
17963,2013-01-16,3,Sunny
17964,2013-01-14,1,Sunny
17965,2013-01-21,1,Overcast
17966,2013-01-18,5,Partly cloudy
17967,2013-01-17,4,Sunny
17968,2013-01-28,1,Patchy rain possible
17969,2013-01-03,4,Cloudy
17970,2013-01-09,3,Sunny
17971,2013-01-10,4,Cloudy
17972,2013-01-11,5,Cloudy
17973,2013-01-14,1,Sunny
17974,2013-01-31,4,Overcast
17975,2013-01-30,3,Patchy rain possible
17976,2013-01-29,2,Moderate rain at times
17977,2013-01-02,3,Sunny
17978,2013-01-04,5,Sunny
17979,2013-01-03,4,Overcast
17980,2013-01-07,1,Sunny
17981,2013-01-08,2,Sunny
17982,2013-01-10,4,Cloudy
17983,2013-01-09,3,Sunny
17984,2013-01-03,4,Cloudy
17985,2013-01-04,5,Sunny
17986,2013-01-23,3,Overcast
17987,2013-01-09,3,Sunny
17988,2013-01-10,4,Partly cloudy
17989,2013-01-08,2,Partly cloudy
17990,2013-01-07,1,Sunny
17991,2013-01-15,2,Sunny
17992,2013-01-14,1,Sunny
17993,2013-01-13,7,Partly cloudy
17994,2013-01-12,6,Partly cloudy
17995,2013-01-11,5,Cloudy
17996,2013-01-16,3,Cloudy
17997,2013-01-05,6,Partly cloudy
17998,2013-01-12,6,Partly cloudy
17999,2013-01-26,6,Sunny
18000,2013-01-19,6,Cloudy
18001,2013-01-21,1,Overcast
18002,2013-01-21,1,Partly cloudy
18003,2013-01-31,4,Overcast
18004,2013-01-22,2,Sunny
18005,2013-01-24,4,Partly cloudy
18006,2013-01-03,4,Cloudy
18007,2013-01-04,5,Sunny
18008,2013-01-06,7,Partly cloudy
18009,2013-01-05,6,Patchy rain possible
18010,2013-01-08,2,Partly cloudy
18011,2013-01-09,3,Sunny
18012,2013-01-15,2,Sunny
18013,2013-01-08,2,Sunny
18014,2013-01-07,1,Sunny
18015,2013-01-10,4,Cloudy
18016,2013-01-09,3,Sunny
18017,2013-01-11,5,Cloudy
18018,2013-01-12,6,Partly cloudy
18019,2013-01-20,7,Partly cloudy
18020,2013-01-16,3,Sunny
18021,2013-01-22,2,Sunny
18022,2013-01-23,3,Overcast
18023,2013-01-29,2,Moderate rain at times
18024,2013-01-13,7,Partly cloudy
18025,2013-01-14,1,Sunny
18026,2013-01-17,4,Sunny
18027,2013-01-16,3,Cloudy
18028,2013-01-15,2,Sunny
18029,2013-01-20,7,Cloudy
18030,2013-01-19,6,Cloudy
18031,2013-01-26,6,Sunny
18032,2013-01-24,4,Overcast
18033,2013-01-25,5,Sunny
18034,2013-01-25,5,Light freezing rain
18035,2013-01-24,4,Overcast
18036,2013-01-27,7,Partly cloudy
18037,2013-01-28,1,Overcast
18038,2013-01-24,4,Overcast
18039,2013-01-30,3,Patchy rain possible
18040,2013-01-31,4,Overcast
18041,2013-01-05,6,Partly cloudy
18042,2013-01-08,2,Cloudy
18043,2013-01-07,1,Sunny
18044,2013-01-07,1,Sunny
18045,2013-01-07,1,Sunny
18046,2013-01-06,7,Clear
18047,2013-01-08,2,Sunny
18048,2013-01-03,4,Cloudy
18049,2013-01-06,7,Overcast
18050,2013-01-06,7,Overcast
18051,2013-01-05,6,Partly cloudy
18052,2013-01-05,6,Partly cloudy
18053,2013-01-03,4,Overcast
18054,2013-01-06,7,Partly cloudy
18055,2013-01-08,2,Sunny
18056,2013-01-08,2,Partly cloudy
18057,2013-01-03,4,Overcast
18058,2013-01-06,7,Partly cloudy
18059,2013-01-06,7,Clear
18060,2013-01-05,6,Partly cloudy
18061,2013-01-05,6,Partly cloudy
18062,2013-01-06,7,Overcast
18063,2013-01-04,5,Sunny
18064,2013-01-03,4,Overcast
18065,2013-01-03,4,Overcast
18066,2013-01-06,7,Overcast
18067,2013-01-06,7,Overcast
18068,2013-01-02,3,Sunny
18069,2013-01-05,6,Patchy rain possible
18070,2013-01-05,6,Partly cloudy
18071,2013-01-04,5,Sunny
18072,2013-01-02,3,Sunny
18073,2013-01-04,5,Sunny
18074,2013-01-02,3,Sunny
18075,2013-01-04,5,Sunny
18076,2013-01-04,5,Partly cloudy
18077,2013-01-03,4,Overcast
18078,2013-01-04,5,Sunny
18079,2013-01-02,3,Sunny
18080,2013-01-04,5,Sunny
18081,2013-01-02,3,Sunny
18082,2013-01-02,3,Sunny
18083,2013-01-02,3,Sunny
18084,2013-01-02,3,Sunny
18085,2013-01-02,3,Sunny
18086,2013-01-14,1,Sunny
18087,2013-01-15,2,Sunny
18088,2013-01-02,3,Sunny
18089,2013-01-02,3,Sunny
18090,2013-01-04,5,Sunny
18091,2013-01-17,4,Sunny
18092,2013-01-01,2,Sunny
18093,2013-01-01,2,Sunny
18094,2013-01-01,2,Cloudy
18095,2013-01-01,2,Cloudy
18096,2013-01-02,3,Sunny
18097,2013-01-02,3,Sunny
18098,2013-01-03,4,Cloudy
18099,2013-01-01,2,Sunny
18100,2013-01-01,2,Sunny
18101,2013-01-03,4,Cloudy
18102,2013-01-04,5,Sunny
18103,2013-01-02,3,Clear
18104,2013-01-09,3,Sunny
18105,2013-01-01,2,Sunny
18106,2013-01-02,3,Sunny
18107,2013-01-02,3,Clear
18108,2013-01-02,3,Sunny
18109,2013-01-01,2,Sunny
18110,2013-01-01,2,Sunny
18111,2013-01-01,2,Sunny
18112,2013-01-09,3,Sunny
18113,2013-01-01,2,Sunny
18114,2013-01-03,4,Partly cloudy
18115,2013-01-01,2,Clear
18116,2013-01-01,2,Cloudy
18117,2013-01-21,1,Partly cloudy
18118,2013-01-04,5,Clear
18119,2013-01-06,7,Clear
18120,2013-01-05,6,Patchy rain possible
18121,2013-01-10,4,Moderate rain at times
18122,2013-01-11,5,Partly cloudy
18123,2013-01-07,1,Clear
18124,2013-01-21,1,Overcast
18125,2013-01-02,3,Clear
18126,2013-01-07,1,Sunny
18127,2013-01-08,2,Sunny
18128,2013-01-15,2,Sunny
18129,2013-01-22,2,Sunny
18130,2013-01-11,5,Cloudy
18131,2013-01-27,7,Partly cloudy
18132,2013-01-30,3,Patchy rain possible
18133,2013-01-28,1,Patchy rain possible
18134,2013-01-20,7,Partly cloudy
18135,2013-01-30,3,Overcast
18136,2013-01-28,1,Patchy rain possible
18137,2013-01-20,7,Cloudy
18138,2013-01-03,4,Partly cloudy
18139,2013-01-04,5,Clear
18140,2013-01-06,7,Clear
18141,2013-01-12,6,Cloudy
18142,2013-01-11,5,Partly cloudy
18143,2013-01-09,3,Clear
18144,2013-01-10,4,Moderate rain at times
18145,2013-01-07,1,Clear
18146,2013-01-08,2,Cloudy
18147,2013-01-27,7,Moderate snow
18148,2013-01-27,7,Partly cloudy
18149,2013-01-30,3,Moderate or heavy rain shower
18150,2013-01-16,3,Overcast
18151,2013-01-15,2,Sunny
18152,2013-01-08,2,Partly cloudy
18153,2013-01-22,2,Sunny
18154,2013-01-29,2,Moderate rain at times
18155,2013-01-28,1,Cloudy
18156,2013-01-28,1,Overcast
18157,2013-01-28,1,Cloudy
18158,2013-01-16,3,Sunny
18159,2013-01-09,3,Sunny
18160,2013-01-10,4,Partly cloudy
18161,2013-01-07,1,Sunny
18162,2013-01-06,7,Overcast
18163,2013-01-14,1,Sunny
18164,2013-01-16,3,Sunny
18165,2013-01-15,2,Sunny
18166,2013-01-15,2,Partly cloudy
18167,2013-01-15,2,Sunny
18168,2013-01-15,2,Partly cloudy
18169,2013-01-15,2,Sunny
18170,2013-01-11,5,Patchy rain possible
18171,2013-01-13,7,Overcast
18172,2013-01-30,3,Patchy rain possible
18173,2013-01-31,4,Overcast
18174,2013-01-18,5,Partly cloudy
18175,2013-01-17,4,Sunny
18176,2013-01-21,1,Overcast
18177,2013-01-20,7,Partly cloudy
18178,2013-01-23,3,Overcast
18179,2013-01-24,4,Overcast
18180,2013-01-25,5,Light freezing rain
18181,2013-01-25,5,Partly cloudy
18182,2013-01-11,5,Patchy rain possible
18183,2013-01-12,6,Cloudy
18184,2013-01-14,1,Sunny
18185,2013-01-15,2,Sunny
18186,2013-01-16,3,Sunny
18187,2013-01-22,2,Partly cloudy
18188,2013-01-21,1,Overcast
18189,2013-01-20,7,Sunny
18190,2013-01-19,6,Overcast
18191,2013-01-17,4,Sunny
18192,2013-01-18,5,Partly cloudy
18193,2013-01-28,1,Patchy rain possible
18194,2013-01-18,5,Clear
18195,2013-01-25,5,Light freezing rain
18196,2013-01-25,5,Light freezing rain
18197,2013-01-25,5,Sunny
18198,2013-01-25,5,Overcast
18199,2013-01-27,7,Partly cloudy
18200,2013-01-26,6,Sunny
18201,2013-01-24,4,Overcast
18202,2013-01-25,5,Light freezing rain
18203,2013-01-23,3,Cloudy
18204,2013-01-31,4,Overcast
18205,2013-01-13,7,Overcast
18206,2013-01-15,2,Sunny
18207,2013-01-15,2,Partly cloudy
18208,2013-01-15,2,Partly cloudy
18209,2013-01-09,3,Sunny
18210,2013-01-18,5,Partly cloudy
18211,2013-01-17,4,Sunny
18212,2013-01-28,1,Cloudy
18213,2013-01-25,5,Sunny
18214,2013-01-18,5,Sunny
18215,2013-01-25,5,Light freezing rain
18216,2013-01-23,3,Overcast
18217,2013-01-17,4,Sunny
18218,2013-01-23,3,Cloudy
18219,2013-01-14,1,Sunny
18220,2013-01-12,6,Partly cloudy
18221,2013-01-16,3,Cloudy
18222,2013-01-18,5,Partly cloudy
18223,2013-01-30,3,Patchy rain possible
18224,2013-01-28,1,Patchy rain possible
18225,2013-01-19,6,Overcast
18226,2013-01-06,7,Clear
18227,2013-01-10,4,Moderate rain at times
18228,2013-01-09,3,Clear
18229,2013-01-11,5,Partly cloudy
18230,2013-01-13,7,Cloudy
18231,2013-01-15,2,Clear
18232,2013-01-09,3,Clear
18233,2013-01-10,4,Moderate rain at times
18234,2013-01-18,5,Clear
18235,2013-01-17,4,Clear
18236,2013-01-22,2,Partly cloudy
18237,2013-01-21,1,Clear
18238,2013-01-14,1,Clear
18239,2013-01-16,3,Overcast
18240,2013-01-22,2,Partly cloudy
18241,2013-01-20,7,Clear
18242,2013-01-21,1,Clear
18243,2013-01-18,5,Clear
18244,2013-01-20,7,Clear
18245,2013-01-28,1,Cloudy
18246,2013-01-27,7,Moderate or heavy snow showers
18247,2013-01-23,3,Overcast
18248,2013-01-25,5,Overcast
18249,2013-01-03,4,Overcast
18250,2013-01-04,5,Sunny
18251,2013-01-08,2,Partly cloudy
18252,2013-01-31,4,Overcast
18253,2013-01-31,4,Overcast
18254,2013-01-07,1,Sunny
18255,2013-01-09,3,Sunny
18256,2013-01-10,4,Partly cloudy
18257,2013-01-15,2,Sunny
18258,2013-01-14,1,Sunny
18259,2013-01-16,3,Sunny
18260,2013-01-11,5,Patchy rain possible
18261,2013-01-29,2,Moderate rain at times
18262,2013-01-26,6,Sunny
18263,2013-01-27,7,Partly cloudy
18264,2013-01-31,4,Overcast
18265,2013-01-29,2,Moderate or heavy rain shower
18266,2013-01-30,3,Patchy rain possible
18267,2013-01-25,5,Partly cloudy
18268,2013-01-24,4,Partly cloudy
18269,2013-01-23,3,Overcast
18270,2013-01-14,1,Sunny
18271,2013-01-15,2,Sunny
18272,2013-01-27,7,Moderate snow
18273,2013-01-28,1,Overcast
18274,2013-01-26,6,Sunny
18275,2013-01-28,1,Overcast
18276,2013-01-21,1,Sunny
18277,2013-01-22,2,Sunny
18278,2013-01-17,4,Sunny
18279,2013-01-18,5,Sunny
18280,2013-01-28,1,Patchy rain possible
18281,2013-01-13,7,Overcast
18282,2013-01-13,7,Overcast
18283,2013-01-13,7,Partly cloudy
18284,2013-01-28,1,Patchy rain possible
18285,2013-01-28,1,Patchy rain possible
18286,2013-01-01,2,Cloudy
18287,2013-01-23,3,Overcast
18288,2013-01-25,5,Partly cloudy
18289,2013-01-24,4,Partly cloudy
18290,2013-01-20,7,Overcast
18291,2013-01-21,1,Sunny
18292,2013-01-22,2,Sunny
18293,2013-01-02,3,Sunny
18294,2013-01-28,1,Patchy rain possible
18295,2013-01-28,1,Overcast
18296,2013-01-28,1,Overcast
18297,2013-01-14,1,Sunny
18298,2013-01-11,5,Patchy rain possible
18299,2013-01-06,7,Overcast
18300,2013-01-16,3,Sunny
18301,2013-01-16,3,Cloudy
18302,2013-01-24,4,Overcast
18303,2013-01-24,4,Overcast
18304,2013-01-26,6,Sunny
18305,2013-01-01,2,Sunny
18306,2013-01-02,3,Sunny
18307,2013-01-14,1,Sunny
18308,2013-01-09,3,Sunny
18309,2013-01-04,5,Sunny
18310,2013-01-03,4,Cloudy
18311,2013-01-18,5,Sunny
18312,2013-01-17,4,Sunny
18313,2013-01-22,2,Sunny
18314,2013-01-02,3,Sunny
18315,2013-01-01,2,Cloudy
18316,2013-01-06,7,Overcast
18317,2013-01-13,7,Overcast
18318,2013-01-27,7,Partly cloudy
18319,2013-01-20,7,Partly cloudy
18320,2013-01-11,5,Patchy rain possible
18321,2013-01-10,4,Partly cloudy
18322,2013-01-07,1,Sunny
18323,2013-01-03,4,Overcast
18324,2013-01-04,5,Sunny
18325,2013-01-31,4,Overcast
18326,2013-01-21,1,Sunny
18327,2013-01-20,7,Overcast
18328,2013-01-28,1,Overcast
18329,2013-01-27,7,Moderate snow
18330,2013-01-24,4,Partly cloudy
18331,2013-01-25,5,Partly cloudy
18332,2013-01-03,4,Overcast
18333,2013-01-01,2,Sunny
18334,2013-01-02,3,Sunny
18335,2013-01-14,1,Clear
18336,2013-01-15,2,Clear
18337,2013-01-16,3,Overcast
18338,2013-01-04,5,Clear
18339,2013-01-03,4,Partly cloudy
18340,2013-01-06,7,Clear
18341,2013-01-20,7,Sunny
18342,2013-01-09,3,Partly cloudy
18343,2013-01-02,3,Sunny
18344,2013-01-04,5,Sunny
18345,2013-01-03,4,Overcast
18346,2013-01-07,1,Clear
18347,2013-01-08,2,Cloudy
18348,2013-01-10,4,Moderate rain at times
18349,2013-01-09,3,Clear
18350,2013-01-27,7,Moderate or heavy snow showers
18351,2013-01-28,1,Cloudy
18352,2013-01-13,7,Overcast
18353,2013-01-27,7,Partly cloudy
18354,2013-01-20,7,Partly cloudy
18355,2013-01-06,7,Overcast
18356,2013-01-25,5,Overcast
18357,2013-01-24,4,Partly cloudy
18358,2013-01-23,3,Overcast
18359,2013-01-18,5,Clear
18360,2013-01-17,4,Clear
18361,2013-01-28,1,Cloudy
18362,2013-01-02,3,Sunny
18363,2013-01-05,6,Partly cloudy
18364,2013-01-09,3,Sunny
18365,2013-01-08,2,Sunny
18366,2013-01-14,1,Clear
18367,2013-01-04,5,Clear
18368,2013-01-03,4,Partly cloudy
18369,2013-01-06,7,Clear
18370,2013-01-07,1,Clear
18371,2013-01-08,2,Cloudy
18372,2013-01-05,6,Partly cloudy
18373,2013-01-06,7,Overcast
18374,2013-01-05,6,Patchy rain possible
18375,2013-01-02,3,Sunny
18376,2013-01-02,3,Sunny
18377,2013-01-02,3,Sunny
18378,2013-01-10,4,Moderate rain at times
18379,2013-01-08,2,Sunny
18380,2013-01-03,4,Overcast
18381,2013-01-06,7,Overcast
18382,2013-01-06,7,Partly cloudy
18383,2013-01-04,5,Sunny
18384,2013-01-06,7,Partly cloudy
18385,2013-01-06,7,Overcast
18386,2013-01-25,5,Overcast
18387,2013-01-03,4,Cloudy
18388,2013-01-04,5,Sunny
18389,2013-01-04,5,Sunny
18390,2013-01-05,6,Partly cloudy
18391,2013-01-05,6,Cloudy
18392,2013-01-01,2,Cloudy
18393,2013-01-02,3,Sunny
18394,2013-01-08,2,Sunny
18395,2013-01-09,3,Sunny
18396,2013-01-10,4,Sunny
18397,2013-01-03,4,Overcast
18398,2013-01-04,5,Sunny
18399,2013-01-27,7,Partly cloudy
18400,2013-01-30,3,Patchy rain possible
18401,2013-01-31,4,Overcast
18402,2013-01-21,1,Overcast
18403,2013-01-17,4,Sunny
18404,2013-01-18,5,Partly cloudy
18405,2013-01-23,3,Cloudy
18406,2013-01-27,7,Moderate or heavy snow showers
18407,2013-01-08,2,Cloudy
18408,2013-01-03,4,Cloudy
18409,2013-01-04,5,Sunny
18410,2013-01-03,4,Partly cloudy
18411,2013-01-02,3,Sunny
18412,2013-01-02,3,Sunny
18413,2013-01-02,3,Sunny
18414,2013-01-03,4,Cloudy
18415,2013-01-03,4,Overcast
18416,2013-01-01,2,Sunny
18417,2013-01-16,3,Overcast
18418,2013-01-15,2,Clear
18419,2013-01-14,1,Clear
18420,2013-01-11,5,Partly cloudy
18421,2013-01-24,4,Overcast
18422,2013-01-28,1,Patchy rain possible
18423,2013-01-25,5,Light freezing rain
18424,2013-01-15,2,Sunny
18425,2013-01-22,2,Partly cloudy
18426,2013-01-30,3,Light freezing rain
18427,2013-01-29,2,Moderate or heavy rain shower
18428,2013-01-04,5,Sunny
18429,2013-01-04,5,Sunny
18430,2013-01-06,7,Overcast
18431,2013-01-06,7,Partly cloudy
18432,2013-01-04,5,Sunny
18433,2013-01-04,5,Sunny
18434,2013-01-01,2,Clear
18435,2013-01-01,2,Cloudy
18436,2013-01-01,2,Sunny
18437,2013-01-01,2,Sunny
18438,2013-01-04,5,Sunny
18439,2013-01-04,5,Sunny
18440,2013-01-04,5,Sunny
18441,2013-01-02,3,Sunny
18442,2013-01-02,3,Clear
18443,2013-01-04,5,Sunny
18444,2013-01-29,2,Moderate or heavy rain shower
18445,2013-01-30,3,Patchy rain possible
18446,2013-01-30,3,Moderate or heavy rain shower
18447,2013-01-03,4,Overcast
18448,2013-01-04,5,Sunny
18449,2013-01-02,3,Sunny
18450,2013-01-02,3,Sunny
18451,2013-01-04,5,Sunny
18452,2013-01-04,5,Sunny
18453,2013-01-02,3,Clear
18454,2013-01-12,6,Partly cloudy
18455,2013-01-12,6,Overcast
18456,2013-01-12,6,Partly cloudy
18457,2013-01-12,6,Cloudy
18458,2013-01-02,3,Clear
18459,2013-01-04,5,Sunny
18460,2013-01-01,2,Sunny
18461,2013-01-02,3,Sunny
18462,2013-01-16,3,Overcast
18463,2013-01-14,1,Clear
18464,2013-01-15,2,Clear
18465,2013-01-11,5,Partly cloudy
18466,2013-01-13,7,Cloudy
18467,2013-01-01,2,Sunny
18468,2013-01-01,2,Clear
18469,2013-01-01,2,Sunny
18470,2013-01-01,2,Sunny
18471,2013-01-01,2,Sunny
18472,2013-01-01,2,Sunny
18473,2013-01-01,2,Clear
18474,2013-01-10,4,Moderate rain at times
18475,2013-01-09,3,Clear
18476,2013-01-07,1,Clear
18477,2013-01-08,2,Cloudy
18478,2013-01-06,7,Clear
18479,2013-01-04,5,Clear
18480,2013-01-29,2,Patchy rain possible
18481,2013-01-15,2,Sunny
18482,2013-01-14,1,Sunny
18483,2013-01-15,2,Sunny
18484,2013-01-20,7,Partly cloudy
18485,2013-01-22,2,Sunny
18486,2013-01-21,1,Overcast
18487,2013-01-17,4,Sunny
18488,2013-01-30,3,Moderate or heavy rain shower
18489,2013-01-01,2,Sunny
18490,2013-01-01,2,Cloudy
18491,2013-01-01,2,Sunny
18492,2013-01-01,2,Cloudy
18493,2013-01-02,3,Sunny
18494,2013-01-02,3,Sunny
18495,2013-01-02,3,Sunny
18496,2013-01-02,3,Clear
18497,2013-01-01,2,Cloudy
18498,2013-01-18,5,Partly cloudy
18499,2013-01-27,7,Partly cloudy
18500,2013-01-28,1,Patchy rain possible
18501,2013-01-25,5,Light freezing rain
18502,2013-01-24,4,Overcast
18503,2013-01-23,3,Overcast
18504,2013-01-03,4,Overcast
18505,2013-01-04,5,Sunny
18506,2013-01-05,6,Partly cloudy
18507,2013-01-08,2,Sunny
18508,2013-01-01,2,Sunny
18509,2013-01-07,1,Sunny
18510,2013-01-10,4,Sunny
18511,2013-01-09,3,Sunny
18512,2013-01-11,5,Patchy rain possible
18513,2013-01-17,4,Sunny
