,flightdate,dayofweek,weather
16961,2013-01-18,5,Partly cloudy
16962,2013-01-19,6,Overcast
16963,2013-01-20,7,Sunny
16964,2013-01-21,1,Overcast
16965,2013-01-22,2,Partly cloudy
16966,2013-01-23,3,Cloudy
16967,2013-01-08,2,Sunny
16968,2013-01-09,3,Sunny
16969,2013-01-10,4,Partly cloudy
16970,2013-01-11,5,Cloudy
16971,2013-01-12,6,Overcast
16972,2013-01-13,7,Overcast
16973,2013-01-24,4,Overcast
16974,2013-01-25,5,Light freezing rain
16975,2013-01-26,6,Sunny
16976,2013-01-27,7,Partly cloudy
16977,2013-01-28,1,Patchy rain possible
16978,2013-01-29,2,Moderate or heavy rain shower
16979,2013-01-14,1,Sunny
16980,2013-01-15,2,Partly cloudy
16981,2013-01-16,3,Sunny
16982,2013-01-17,4,Sunny
16983,2013-01-18,5,Partly cloudy
16984,2013-01-30,3,Patchy rain possible
16985,2013-01-02,3,Sunny
16986,2013-01-03,4,Overcast
16987,2013-01-06,7,Overcast
16988,2013-01-04,5,Sunny
16989,2013-01-31,4,Overcast
16990,2013-01-06,7,Overcast
16991,2013-01-07,1,Sunny
16992,2013-01-08,2,Sunny
16993,2013-01-09,3,Sunny
16994,2013-01-10,4,Sunny
16995,2013-01-06,7,Partly cloudy
16996,2013-01-02,3,Sunny
16997,2013-01-02,3,Sunny
16998,2013-01-11,5,Patchy rain possible
16999,2013-01-13,7,Overcast
17000,2013-01-14,1,Sunny
17001,2013-01-15,2,Sunny
17002,2013-01-16,3,Sunny
17003,2013-01-17,4,Sunny
17004,2013-01-01,2,Clear
17005,2013-01-02,3,Clear
17006,2013-01-03,4,Partly cloudy
17007,2013-01-04,5,Clear
17008,2013-01-31,4,Overcast
17009,2013-01-06,7,Clear
17010,2013-01-07,1,Clear
17011,2013-01-08,2,Cloudy
17012,2013-01-09,3,Clear
17013,2013-01-10,4,Moderate rain at times
17014,2013-01-11,5,Partly cloudy
17015,2013-01-31,4,Overcast
17016,2013-01-31,4,Overcast
17017,2013-01-31,4,Overcast
17018,2013-01-13,7,Cloudy
17019,2013-01-14,1,Clear
17020,2013-01-15,2,Clear
17021,2013-01-16,3,Overcast
17022,2013-01-17,4,Clear
17023,2013-01-01,2,Sunny
17024,2013-01-02,3,Sunny
17025,2013-01-03,4,Overcast
17026,2013-01-04,5,Sunny
17027,2013-01-05,6,Partly cloudy
17028,2013-01-06,7,Overcast
17029,2013-01-01,2,Sunny
17030,2013-01-02,3,Sunny
17031,2013-01-02,3,Sunny
17032,2013-01-09,3,Sunny
17033,2013-01-09,3,Sunny
17034,2013-01-02,3,Clear
17035,2013-01-02,3,Sunny
17036,2013-01-01,2,Cloudy
17037,2013-01-01,2,Sunny
17038,2013-01-02,3,Clear
17039,2013-01-02,3,Sunny
17040,2013-01-02,3,Sunny
17041,2013-01-02,3,Sunny
17042,2013-01-02,3,Sunny
17043,2013-01-02,3,Sunny
17044,2013-01-02,3,Sunny
17045,2013-01-01,2,Sunny
17046,2013-01-01,2,Sunny
17047,2013-01-01,2,Cloudy
17048,2013-01-09,3,Clear
17049,2013-01-02,3,Clear
17050,2013-01-02,3,Sunny
17051,2013-01-02,3,Sunny
17052,2013-01-02,3,Sunny
17053,2013-01-02,3,Sunny
17054,2013-01-02,3,Sunny
17055,2013-01-02,3,Sunny
17056,2013-01-02,3,Sunny
17057,2013-01-02,3,Sunny
17058,2013-01-02,3,Sunny
17059,2013-01-02,3,Clear
17060,2013-01-02,3,Sunny
17061,2013-01-02,3,Sunny
17062,2013-01-01,2,Sunny
17063,2013-01-01,2,Cloudy
17064,2013-01-02,3,Sunny
17065,2013-01-04,5,Sunny
17066,2013-01-04,5,Sunny
17067,2013-01-03,4,Overcast
17068,2013-01-03,4,Cloudy
17069,2013-01-02,3,Sunny
17070,2013-01-01,2,Cloudy
17071,2013-01-02,3,Sunny
17072,2013-01-03,4,Overcast
17073,2013-01-04,5,Sunny
17074,2013-01-05,6,Partly cloudy
17075,2013-01-06,7,Overcast
17076,2013-01-03,4,Overcast
17077,2013-01-03,4,Partly cloudy
17078,2013-01-03,4,Cloudy
17079,2013-01-04,5,Clear
17080,2013-01-04,5,Sunny
17081,2013-01-04,5,Sunny
17082,2013-01-04,5,Sunny
17083,2013-01-04,5,Sunny
17084,2013-01-22,2,Partly cloudy
17085,2013-01-04,5,Sunny
17086,2013-01-22,2,Partly cloudy
17087,2013-01-23,3,Overcast
17088,2013-01-04,5,Sunny
17089,2013-01-04,5,Sunny
17090,2013-01-03,4,Cloudy
17091,2013-01-03,4,Partly cloudy
17092,2013-01-03,4,Overcast
17093,2013-01-03,4,Overcast
17094,2013-01-04,5,Sunny
17095,2013-01-04,5,Sunny
17096,2013-01-04,5,Sunny
17097,2013-01-04,5,Sunny
17098,2013-01-04,5,Sunny
17099,2013-01-04,5,Sunny
17100,2013-01-04,5,Sunny
17101,2013-01-04,5,Sunny
17102,2013-01-24,4,Partly cloudy
17103,2013-01-25,5,Overcast
17104,2013-01-27,7,Moderate or heavy snow showers
17105,2013-01-28,1,Cloudy
17106,2013-01-29,2,Moderate or heavy rain shower
17107,2013-01-30,3,Light freezing rain
17108,2013-01-31,4,Overcast
17109,2013-01-04,5,Sunny
17110,2013-01-04,5,Clear
17111,2013-01-03,4,Overcast
17112,2013-01-03,4,Cloudy
17113,2013-01-04,5,Sunny
17114,2013-01-04,5,Sunny
17115,2013-01-04,5,Sunny
17116,2013-01-04,5,Sunny
17117,2013-01-04,5,Sunny
17118,2013-01-01,2,Cloudy
17119,2013-01-02,3,Sunny
17120,2013-01-03,4,Overcast
17121,2013-01-04,5,Sunny
17122,2013-01-05,6,Partly cloudy
17123,2013-01-06,7,Overcast
17124,2013-01-07,1,Sunny
17125,2013-01-05,6,Partly cloudy
17126,2013-01-05,6,Partly cloudy
17127,2013-01-04,5,Sunny
17128,2013-01-04,5,Clear
17129,2013-01-04,5,Sunny
17130,2013-01-04,5,Sunny
17131,2013-01-09,3,Sunny
17132,2013-01-12,6,Partly cloudy
17133,2013-01-09,3,Sunny
17134,2013-01-09,3,Sunny
17135,2013-01-08,2,Partly cloudy
17136,2013-01-08,2,Sunny
17137,2013-01-18,5,Sunny
17138,2013-01-09,3,Clear
17139,2013-01-13,7,Overcast
17140,2013-01-17,4,Sunny
17141,2013-01-13,7,Partly cloudy
17142,2013-01-20,7,Partly cloudy
17143,2013-01-05,6,Patchy rain possible
17144,2013-01-19,6,Cloudy
17145,2013-01-05,6,Patchy rain possible
17146,2013-01-10,4,Sunny
17147,2013-01-06,7,Clear
17148,2013-01-03,4,Overcast
17149,2013-01-03,4,Cloudy
17150,2013-01-10,4,Sunny
17151,2013-01-04,5,Sunny
17152,2013-01-10,4,Cloudy
17153,2013-01-04,5,Sunny
17154,2013-01-08,2,Sunny
17155,2013-01-29,2,Patchy rain possible
17156,2013-01-06,7,Overcast
17157,2013-01-12,6,Cloudy
17158,2013-01-11,5,Cloudy
17159,2013-01-09,3,Sunny
17160,2013-01-07,1,Clear
17161,2013-01-17,4,Sunny
17162,2013-01-19,6,Cloudy
17163,2013-01-04,5,Clear
17164,2013-01-23,3,Overcast
17165,2013-01-18,5,Clear
17166,2013-01-09,3,Sunny
17167,2013-01-03,4,Overcast
17168,2013-01-02,3,Sunny
17169,2013-01-01,2,Cloudy
17170,2013-01-01,2,Sunny
17171,2013-01-20,7,Cloudy
17172,2013-01-21,1,Sunny
17173,2013-01-19,6,Overcast
17174,2013-01-02,3,Sunny
17175,2013-01-09,3,Sunny
17176,2013-01-27,7,Partly cloudy
17177,2013-01-22,2,Sunny
17178,2013-01-21,1,Overcast
17179,2013-01-18,5,Partly cloudy
17180,2013-01-19,6,Cloudy
17181,2013-01-20,7,Partly cloudy
17182,2013-01-20,7,Clear
17183,2013-01-07,1,Sunny
17184,2013-01-21,1,Sunny
17185,2013-01-09,3,Sunny
17186,2013-01-01,2,Clear
17187,2013-01-02,3,Clear
17188,2013-01-08,2,Sunny
17189,2013-01-12,6,Partly cloudy
17190,2013-01-13,7,Overcast
17191,2013-01-16,3,Sunny
17192,2013-01-14,1,Sunny
17193,2013-01-15,2,Partly cloudy
17194,2013-01-12,6,Partly cloudy
17195,2013-01-05,6,Partly cloudy
17196,2013-01-14,1,Clear
17197,2013-01-16,3,Overcast
17198,2013-01-13,7,Cloudy
17199,2013-01-11,5,Partly cloudy
17200,2013-01-19,6,Cloudy
17201,2013-01-18,5,Partly cloudy
17202,2013-01-17,4,Sunny
17203,2013-01-20,7,Cloudy
17204,2013-01-21,1,Partly cloudy
17205,2013-01-26,6,Sunny
17206,2013-01-19,6,Cloudy
17207,2013-01-05,6,Partly cloudy
17208,2013-01-03,4,Overcast
17209,2013-01-07,1,Sunny
17210,2013-01-10,4,Cloudy
17211,2013-01-09,3,Sunny
17212,2013-01-11,5,Cloudy
17213,2013-01-29,2,Moderate or heavy rain shower
17214,2013-01-30,3,Light freezing rain
17215,2013-01-31,4,Overcast
17216,2013-01-23,3,Overcast
17217,2013-01-24,4,Partly cloudy
17218,2013-01-02,3,Sunny
17219,2013-01-04,5,Sunny
17220,2013-01-08,2,Sunny
17221,2013-01-06,7,Overcast
17222,2013-01-07,1,Sunny
17223,2013-01-10,4,Sunny
17224,2013-01-01,2,Clear
17225,2013-01-17,4,Sunny
17226,2013-01-16,3,Cloudy
17227,2013-01-14,1,Sunny
17228,2013-01-31,4,Overcast
17229,2013-01-30,3,Patchy rain possible
17230,2013-01-21,1,Sunny
17231,2013-01-21,1,Clear
17232,2013-01-25,5,Overcast
17233,2013-01-27,7,Moderate or heavy snow showers
17234,2013-01-28,1,Cloudy
17235,2013-01-22,2,Partly cloudy
17236,2013-01-20,7,Clear
17237,2013-01-21,1,Clear
17238,2013-01-11,5,Cloudy
17239,2013-01-13,7,Overcast
17240,2013-01-14,1,Sunny
17241,2013-01-15,2,Partly cloudy
17242,2013-01-17,4,Sunny
17243,2013-01-21,1,Partly cloudy
17244,2013-01-09,3,Sunny
17245,2013-01-12,6,Cloudy
17246,2013-01-11,5,Patchy rain possible
17247,2013-01-13,7,Overcast
17248,2013-01-15,2,Sunny
17249,2013-01-14,1,Sunny
17250,2013-01-18,5,Sunny
17251,2013-01-31,4,Overcast
17252,2013-01-30,3,Patchy rain possible
17253,2013-01-30,3,Moderate or heavy rain shower
17254,2013-01-31,4,Overcast
17255,2013-01-09,3,Sunny
17256,2013-01-16,3,Sunny
17257,2013-01-24,4,Overcast
17258,2013-01-28,1,Patchy rain possible
17259,2013-01-16,3,Sunny
17260,2013-01-27,7,Partly cloudy
17261,2013-01-28,1,Cloudy
17262,2013-01-24,4,Overcast
17263,2013-01-23,3,Overcast
17264,2013-01-25,5,Sunny
17265,2013-01-02,3,Sunny
17266,2013-01-01,2,Sunny
17267,2013-01-04,5,Sunny
17268,2013-01-03,4,Overcast
17269,2013-01-29,2,Moderate or heavy rain shower
17270,2013-01-02,3,Sunny
17271,2013-01-02,3,Sunny
17272,2013-01-01,2,Sunny
17273,2013-01-30,3,Patchy rain possible
17274,2013-01-23,3,Overcast
17275,2013-01-03,4,Overcast
17276,2013-01-06,7,Overcast
17277,2013-01-22,2,Partly cloudy
17278,2013-01-23,3,Overcast
17279,2013-01-20,7,Cloudy
17280,2013-01-18,5,Partly cloudy
17281,2013-01-22,2,Sunny
17282,2013-01-21,1,Partly cloudy
17283,2013-01-29,2,Patchy rain possible
17284,2013-01-31,4,Overcast
17285,2013-01-25,5,Light freezing rain
17286,2013-01-24,4,Overcast
17287,2013-01-23,3,Cloudy
17288,2013-01-21,1,Overcast
17289,2013-01-22,2,Partly cloudy
17290,2013-01-18,5,Partly cloudy
17291,2013-01-13,7,Cloudy
17292,2013-01-14,1,Clear
17293,2013-01-15,2,Clear
17294,2013-01-09,3,Sunny
17295,2013-01-16,3,Sunny
17296,2013-01-23,3,Overcast
17297,2013-01-30,3,Moderate or heavy rain shower
17298,2013-01-26,6,Sunny
17299,2013-01-24,4,Partly cloudy
17300,2013-01-27,7,Moderate or heavy snow showers
17301,2013-01-16,3,Overcast
17302,2013-01-17,4,Clear
17303,2013-01-18,5,Clear
17304,2013-01-22,2,Partly cloudy
17305,2013-01-17,4,Sunny
17306,2013-01-31,4,Overcast
17307,2013-01-29,2,Moderate or heavy rain shower
17308,2013-01-30,3,Patchy rain possible
17309,2013-01-12,6,Cloudy
17310,2013-01-05,6,Partly cloudy
17311,2013-01-22,2,Partly cloudy
17312,2013-01-21,1,Clear
17313,2013-01-20,7,Clear
17314,2013-01-28,1,Cloudy
17315,2013-01-27,7,Moderate or heavy snow showers
17316,2013-01-19,6,Overcast
17317,2013-01-26,6,Sunny
17318,2013-01-19,6,Overcast
17319,2013-01-26,6,Sunny
17320,2013-01-06,7,Overcast
17321,2013-01-13,7,Overcast
17322,2013-01-27,7,Partly cloudy
17323,2013-01-20,7,Partly cloudy
17324,2013-01-24,4,Partly cloudy
17325,2013-01-25,5,Overcast
17326,2013-01-23,3,Overcast
17327,2013-01-24,4,Overcast
17328,2013-01-25,5,Light freezing rain
17329,2013-01-21,1,Overcast
17330,2013-01-22,2,Sunny
17331,2013-01-17,4,Sunny
17332,2013-01-18,5,Partly cloudy
17333,2013-01-15,2,Sunny
17334,2013-01-25,5,Partly cloudy
17335,2013-01-24,4,Partly cloudy
17336,2013-01-23,3,Overcast
17337,2013-01-28,1,Overcast
17338,2013-01-27,7,Moderate snow
17339,2013-01-22,2,Sunny
17340,2013-01-24,4,Overcast
17341,2013-01-29,2,Moderate rain at times
17342,2013-01-30,3,Patchy rain possible
17343,2013-01-31,4,Overcast
17344,2013-01-17,4,Sunny
17345,2013-01-18,5,Sunny
17346,2013-01-21,1,Sunny
17347,2013-01-20,7,Overcast
17348,2013-01-22,2,Sunny
17349,2013-01-02,3,Sunny
17350,2013-01-23,3,Overcast
17351,2013-01-31,4,Overcast
17352,2013-01-27,7,Partly cloudy
17353,2013-01-28,1,Cloudy
17354,2013-01-29,2,Patchy rain possible
17355,2013-01-10,4,Partly cloudy
17356,2013-01-11,5,Patchy rain possible
17357,2013-01-14,1,Sunny
17358,2013-01-28,1,Patchy rain possible
17359,2013-01-21,1,Overcast
17360,2013-01-17,4,Sunny
17361,2013-01-18,5,Partly cloudy
17362,2013-01-24,4,Overcast
17363,2013-01-25,5,Light freezing rain
17364,2013-01-28,1,Patchy rain possible
17365,2013-01-31,4,Overcast
17366,2013-01-30,3,Patchy rain possible
17367,2013-01-29,2,Moderate rain at times
17368,2013-01-31,4,Overcast
17369,2013-01-28,1,Patchy rain possible
17370,2013-01-28,1,Overcast
17371,2013-01-25,5,Overcast
17372,2013-01-13,7,Partly cloudy
17373,2013-01-20,7,Overcast
17374,2013-01-27,7,Partly cloudy
17375,2013-01-12,6,Partly cloudy
17376,2013-01-07,1,Sunny
17377,2013-01-25,5,Sunny
17378,2013-01-27,7,Moderate snow
17379,2013-01-11,5,Partly cloudy
17380,2013-01-29,2,Moderate rain at times
17381,2013-01-30,3,Moderate or heavy rain shower
17382,2013-01-06,7,Partly cloudy
17383,2013-01-31,4,Overcast
17384,2013-01-14,1,Sunny
17385,2013-01-15,2,Sunny
17386,2013-01-16,3,Sunny
17387,2013-01-17,4,Sunny
17388,2013-01-20,7,Sunny
17389,2013-01-18,5,Partly cloudy
17390,2013-01-21,1,Overcast
17391,2013-01-22,2,Partly cloudy
17392,2013-01-27,7,Partly cloudy
17393,2013-01-28,1,Patchy rain possible
17394,2013-01-25,5,Light freezing rain
17395,2013-01-06,7,Overcast
17396,2013-01-05,6,Patchy rain possible
17397,2013-01-31,4,Overcast
17398,2013-01-04,5,Sunny
17399,2013-01-03,4,Overcast
17400,2013-01-03,4,Partly cloudy
17401,2013-01-06,7,Overcast
17402,2013-01-03,4,Cloudy
17403,2013-01-02,3,Sunny
17404,2013-01-04,5,Clear
17405,2013-01-04,5,Sunny
17406,2013-01-04,5,Partly cloudy
17407,2013-01-02,3,Sunny
17408,2013-01-02,3,Sunny
17409,2013-01-06,7,Overcast
17410,2013-01-03,4,Overcast
17411,2013-01-02,3,Sunny
17412,2013-01-02,3,Sunny
17413,2013-01-04,5,Sunny
17414,2013-01-04,5,Sunny
17415,2013-01-03,4,Partly cloudy
17416,2013-01-14,1,Sunny
17417,2013-01-16,3,Sunny
17418,2013-01-02,3,Sunny
17419,2013-01-04,5,Sunny
17420,2013-01-02,3,Sunny
17421,2013-01-10,4,Cloudy
17422,2013-01-04,5,Sunny
17423,2013-01-04,5,Clear
17424,2013-01-04,5,Sunny
17425,2013-01-04,5,Partly cloudy
17426,2013-01-04,5,Sunny
17427,2013-01-02,3,Clear
17428,2013-01-02,3,Clear
17429,2013-01-04,5,Sunny
17430,2013-01-04,5,Sunny
17431,2013-01-02,3,Clear
17432,2013-01-01,2,Sunny
17433,2013-01-01,2,Cloudy
17434,2013-01-02,3,Sunny
17435,2013-01-04,5,Clear
17436,2013-01-02,3,Sunny
17437,2013-01-04,5,Sunny
17438,2013-01-04,5,Sunny
17439,2013-01-02,3,Sunny
17440,2013-01-01,2,Sunny
17441,2013-01-01,2,Sunny
17442,2013-01-01,2,Sunny
17443,2013-01-02,3,Sunny
17444,2013-01-03,4,Cloudy
17445,2013-01-03,4,Cloudy
17446,2013-01-04,5,Sunny
17447,2013-01-01,2,Sunny
17448,2013-01-01,2,Clear
17449,2013-01-01,2,Cloudy
17450,2013-01-01,2,Sunny
17451,2013-01-03,4,Overcast
17452,2013-01-18,5,Partly cloudy
17453,2013-01-21,1,Overcast
17454,2013-01-28,1,Patchy rain possible
17455,2013-01-24,4,Overcast
17456,2013-01-25,5,Light freezing rain
17457,2013-01-06,7,Overcast
17458,2013-01-06,7,Overcast
17459,2013-01-05,6,Partly cloudy
17460,2013-01-08,2,Sunny
17461,2013-01-07,1,Sunny
17462,2013-01-05,6,Cloudy
17463,2013-01-05,6,Partly cloudy
17464,2013-01-31,4,Overcast
17465,2013-01-06,7,Partly cloudy
17466,2013-01-05,6,Partly cloudy
17467,2013-01-05,6,Patchy rain possible
17468,2013-01-03,4,Overcast
17469,2013-01-03,4,Overcast
17470,2013-01-06,7,Overcast
17471,2013-01-05,6,Patchy rain possible
17472,2013-01-05,6,Partly cloudy
17473,2013-01-05,6,Patchy rain possible
17474,2013-01-05,6,Partly cloudy
17475,2013-01-05,6,Partly cloudy
17476,2013-01-06,7,Overcast
17477,2013-01-06,7,Overcast
17478,2013-01-05,6,Partly cloudy
17479,2013-01-05,6,Partly cloudy
17480,2013-01-08,2,Cloudy
17481,2013-01-08,2,Sunny
17482,2013-01-03,4,Overcast
17483,2013-01-05,6,Partly cloudy
17484,2013-01-03,4,Cloudy
17485,2013-01-06,7,Overcast
17486,2013-01-05,6,Partly cloudy
17487,2013-01-05,6,Patchy rain possible
17488,2013-01-03,4,Cloudy
17489,2013-01-02,3,Sunny
17490,2013-01-04,5,Sunny
17491,2013-01-06,7,Partly cloudy
17492,2013-01-06,7,Clear
17493,2013-01-05,6,Patchy rain possible
17494,2013-01-03,4,Overcast
17495,2013-01-06,7,Overcast
17496,2013-01-04,5,Sunny
17497,2013-01-06,7,Overcast
17498,2013-01-02,3,Clear
17499,2013-01-04,5,Sunny
17500,2013-01-04,5,Clear
17501,2013-01-04,5,Sunny
17502,2013-01-08,2,Sunny
17503,2013-01-01,2,Cloudy
17504,2013-01-02,3,Sunny
17505,2013-01-03,4,Overcast
17506,2013-01-04,5,Sunny
17507,2013-01-05,6,Partly cloudy
17508,2013-01-05,6,Patchy rain possible
17509,2013-01-05,6,Partly cloudy
17510,2013-01-05,6,Partly cloudy
17511,2013-01-05,6,Partly cloudy
17512,2013-01-26,6,Sunny
17513,2013-01-27,7,Partly cloudy
17514,2013-01-28,1,Patchy rain possible
17515,2013-01-29,2,Moderate rain at times
17516,2013-01-30,3,Patchy rain possible
17517,2013-01-31,4,Overcast
17518,2013-01-10,4,Partly cloudy
17519,2013-01-14,1,Sunny
17520,2013-01-11,5,Patchy rain possible
17521,2013-01-13,7,Clear
17522,2013-01-28,1,Patchy rain possible
17523,2013-01-29,2,Moderate rain at times
17524,2013-01-30,3,Patchy rain possible
17525,2013-01-31,4,Overcast
17526,2013-01-01,2,Sunny
17527,2013-01-02,3,Sunny
17528,2013-01-03,4,Partly cloudy
17529,2013-01-01,2,Cloudy
17530,2013-01-01,2,Sunny
17531,2013-01-03,4,Overcast
17532,2013-01-02,3,Clear
17533,2013-01-01,2,Cloudy
17534,2013-01-01,2,Cloudy
17535,2013-01-01,2,Sunny
17536,2013-01-01,2,Sunny
17537,2013-01-04,5,Sunny
17538,2013-01-04,5,Clear
17539,2013-01-21,1,Overcast
17540,2013-01-01,2,Cloudy
17541,2013-01-01,2,Sunny
17542,2013-01-09,3,Sunny
17543,2013-01-03,4,Overcast
17544,2013-01-06,7,Overcast
17545,2013-01-02,3,Sunny
17546,2013-01-11,5,Patchy rain possible
17547,2013-01-11,5,Cloudy
17548,2013-01-10,4,Cloudy
17549,2013-01-07,1,Sunny
17550,2013-01-09,3,Sunny
17551,2013-01-08,2,Sunny
17552,2013-01-13,7,Partly cloudy
17553,2013-01-11,5,Patchy rain possible
17554,2013-01-21,1,Partly cloudy
17555,2013-01-11,5,Partly cloudy
17556,2013-01-20,7,Cloudy
17557,2013-01-06,7,Clear
17558,2013-01-20,7,Clear
17559,2013-01-14,1,Sunny
17560,2013-01-17,4,Sunny
17561,2013-01-16,3,Cloudy
17562,2013-01-15,2,Sunny
17563,2013-01-31,4,Overcast
17564,2013-01-30,3,Patchy rain possible
17565,2013-01-29,2,Moderate or heavy rain shower
17566,2013-01-28,1,Overcast
17567,2013-01-11,5,Cloudy
17568,2013-01-04,5,Sunny
17569,2013-01-27,7,Moderate snow
17570,2013-01-24,4,Partly cloudy
17571,2013-01-25,5,Partly cloudy
17572,2013-01-20,7,Overcast
17573,2013-01-10,4,Partly cloudy
17574,2013-01-05,6,Partly cloudy
17575,2013-01-10,4,Sunny
17576,2013-01-06,7,Overcast
17577,2013-01-05,6,Partly cloudy
17578,2013-01-11,5,Cloudy
17579,2013-01-10,4,Partly cloudy
17580,2013-01-10,4,Sunny
17581,2013-01-02,3,Sunny
17582,2013-01-03,4,Overcast
17583,2013-01-03,4,Overcast
17584,2013-01-01,2,Sunny
17585,2013-01-01,2,Cloudy
17586,2013-01-02,3,Sunny
17587,2013-01-09,3,Sunny
17588,2013-01-01,2,Cloudy
17589,2013-01-01,2,Sunny
17590,2013-01-01,2,Sunny
17591,2013-01-03,4,Partly cloudy
17592,2013-01-03,4,Overcast
17593,2013-01-01,2,Sunny
17594,2013-01-01,2,Sunny
17595,2013-01-01,2,Cloudy
17596,2013-01-02,3,Sunny
17597,2013-01-02,3,Sunny
17598,2013-01-14,1,Sunny
17599,2013-01-07,1,Sunny
17600,2013-01-01,2,Cloudy
17601,2013-01-21,1,Sunny
17602,2013-01-20,7,Overcast
17603,2013-01-18,5,Sunny
17604,2013-01-27,7,Moderate snow
17605,2013-01-28,1,Overcast
17606,2013-01-24,4,Partly cloudy
17607,2013-01-01,2,Sunny
17608,2013-01-09,3,Clear
17609,2013-01-25,5,Partly cloudy
17610,2013-01-02,3,Clear
17611,2013-01-09,3,Sunny
17612,2013-01-01,2,Cloudy
17613,2013-01-09,3,Sunny
17614,2013-01-01,2,Sunny
17615,2013-01-01,2,Sunny
17616,2013-01-09,3,Sunny
17617,2013-01-11,5,Cloudy
17618,2013-01-21,1,Overcast
17619,2013-01-04,5,Clear
17620,2013-01-11,5,Cloudy
17621,2013-01-14,1,Sunny
17622,2013-01-01,2,Sunny
17623,2013-01-02,3,Sunny
17624,2013-01-03,4,Cloudy
17625,2013-01-23,3,Overcast
17626,2013-01-24,4,Overcast
17627,2013-01-25,5,Sunny
17628,2013-01-26,6,Sunny
17629,2013-01-27,7,Partly cloudy
17630,2013-01-28,1,Cloudy
17631,2013-01-11,5,Patchy rain possible
17632,2013-01-29,2,Patchy rain possible
17633,2013-01-30,3,Moderate or heavy rain shower
17634,2013-01-31,4,Overcast
17635,2013-01-16,3,Sunny
17636,2013-01-15,2,Clear
17637,2013-01-15,2,Clear
17638,2013-01-16,3,Sunny
17639,2013-01-16,3,Sunny
17640,2013-01-25,5,Light freezing rain
17641,2013-01-02,3,Clear
17642,2013-01-03,4,Partly cloudy
17643,2013-01-04,5,Clear
17644,2013-01-06,7,Clear
17645,2013-01-07,1,Clear
17646,2013-01-08,2,Cloudy
17647,2013-01-26,6,Sunny
17648,2013-01-27,7,Partly cloudy
17649,2013-01-28,1,Patchy rain possible
17650,2013-01-29,2,Moderate or heavy rain shower
17651,2013-01-30,3,Patchy rain possible
17652,2013-01-09,3,Clear
17653,2013-01-10,4,Moderate rain at times
17654,2013-01-11,5,Partly cloudy
17655,2013-01-13,7,Cloudy
17656,2013-01-14,1,Clear
17657,2013-01-15,2,Clear
17658,2013-01-31,4,Overcast
17659,2013-01-24,4,Overcast
17660,2013-01-25,5,Sunny
17661,2013-01-27,7,Partly cloudy
17662,2013-01-28,1,Cloudy
17663,2013-01-29,2,Patchy rain possible
17664,2013-01-21,1,Overcast
17665,2013-01-22,2,Sunny
17666,2013-01-23,3,Overcast
17667,2013-01-24,4,Overcast
17668,2013-01-25,5,Light freezing rain
17669,2013-01-26,6,Sunny
17670,2013-01-17,4,Sunny
17671,2013-01-18,5,Partly cloudy
17672,2013-01-19,6,Cloudy
17673,2013-01-20,7,Partly cloudy
17674,2013-01-21,1,Overcast
17675,2013-01-22,2,Sunny
17676,2013-01-30,3,Moderate or heavy rain shower
17677,2013-01-31,4,Overcast
17678,2013-01-27,7,Partly cloudy
17679,2013-01-28,1,Patchy rain possible
17680,2013-01-29,2,Moderate rain at times
17681,2013-01-30,3,Patchy rain possible
17682,2013-01-31,4,Overcast
17683,2013-01-23,3,Overcast
17684,2013-01-24,4,Overcast
17685,2013-01-25,5,Light freezing rain
17686,2013-01-26,6,Sunny
17687,2013-01-27,7,Partly cloudy
17688,2013-01-24,4,Partly cloudy
17689,2013-01-25,5,Overcast
17690,2013-01-26,6,Clear
17691,2013-01-27,7,Moderate or heavy snow showers
17692,2013-01-29,2,Moderate or heavy rain shower
17693,2013-01-30,3,Light freezing rain
17694,2013-01-31,4,Overcast
17695,2013-01-01,2,Clear
17696,2013-01-02,3,Clear
17697,2013-01-03,4,Partly cloudy
17698,2013-01-04,5,Clear
17699,2013-01-14,1,Sunny
17700,2013-01-06,7,Clear
17701,2013-01-16,3,Cloudy
17702,2013-01-02,3,Sunny
17703,2013-01-01,2,Cloudy
17704,2013-01-02,3,Sunny
17705,2013-01-03,4,Overcast
17706,2013-01-04,5,Sunny
17707,2013-01-05,6,Partly cloudy
17708,2013-01-06,7,Overcast
17709,2013-01-28,1,Cloudy
17710,2013-01-20,7,Partly cloudy
17711,2013-01-28,1,Patchy rain possible
17712,2013-01-28,1,Overcast
17713,2013-01-28,1,Cloudy
17714,2013-01-30,3,Patchy rain possible
17715,2013-01-09,3,Sunny
17716,2013-01-28,1,Patchy rain possible
17717,2013-01-28,1,Cloudy
17718,2013-01-19,6,Cloudy
17719,2013-01-19,6,Cloudy
17720,2013-01-19,6,Cloudy
17721,2013-01-19,6,Overcast
17722,2013-01-06,7,Overcast
17723,2013-01-06,7,Partly cloudy
17724,2013-01-26,6,Sunny
17725,2013-01-01,2,Cloudy
17726,2013-01-01,2,Sunny
17727,2013-01-31,4,Overcast
17728,2013-01-15,2,Partly cloudy
17729,2013-01-16,3,Sunny
17730,2013-01-17,4,Sunny
17731,2013-01-18,5,Partly cloudy
17732,2013-01-19,6,Overcast
17733,2013-01-20,7,Cloudy
17734,2013-01-21,1,Partly cloudy
17735,2013-01-22,2,Sunny
17736,2013-01-23,3,Overcast
